epoch,accuracy,loss
10,0.7353055477142334,0.5473780632019043
15,0.7363551259040833,0.5459415316581726
0,0.7230601906776428,0.1929318606853485
5,0.7335562109947205,0.18393820524215698
10,0.7365494966506958,0.18274515867233276
15,0.7368993759155273,0.18217362463474274
0,0.7234489321708679,0.5677887797355652
5,0.7335173487663269,0.5463425517082214
10,0.7355776429176331,0.543451726436615
15,0.7375991344451904,0.5417060256004333
0,0.7215052247047424,0.19170832633972168
5,0.7337117195129395,0.1832546889781952
10,0.735733151435852,0.1821117103099823
15,0.7367050051689148,0.1813971996307373
0,0.7253926396369934,0.5678714513778687
5,0.7347224354743958,0.5493034720420837
10,0.7354221940040588,0.5470148324966431
15,0.7372103929519653,0.545475423336029
0,0.723837673664093,0.19180366396903992
5,0.7342170476913452,0.18417534232139587
10,0.7352666854858398,0.18302199244499207
15,0.7359663844108582,0.1821567565202713
0,0.7217384576797485,0.5656006932258606
5,0.7347612977027893,0.5458057522773743
10,0.7368605136871338,0.5425180792808533
15,0.7368993759155273,0.5408297181129456
0,0.7222049236297607,0.19239775836467743
5,0.733595073223114,0.1833624541759491
10,0.7354610562324524,0.1821601837873459
15,0.7370160222053528,0.18140043318271637
0,0.7241097688674927,0.5668843388557434
5,0.733595073223114,0.5495080351829529
10,0.7344892024993896,0.546693742275238
15,0.7365884184837341,0.5452508330345154
0,0.725275993347168,0.1911018043756485
5,0.7337894439697266,0.18398112058639526
10,0.735499918460846,0.18285571038722992
15,0.7379101514816284,0.18228445947170258
0,0.7229435443878174,0.5690763592720032
5,0.7334784865379333,0.5462485551834106
10,0.7364717721939087,0.5428161025047302
15,0.7372881174087524,0.5408199429512024
0,0.723371148109436,0.19165116548538208
5,0.7344114184379578,0.18355761468410492
10,0.73604416847229,0.18215586245059967
15,0.7380656003952026,0.18129172921180725
0,0.7225936651229858,0.5680698156356812
5,0.7342170476913452,0.5498772859573364
10,0.7349168062210083,0.547743022441864
15,0.7356942892074585,0.545566201210022
0,0.7235655188560486,0.1904473602771759
5,0.7355387806892395,0.1835697442293167
10,0.7362385392189026,0.18280956149101257
15,0.737482488155365,0.18209700286388397
0,0.6878013014793396,0.610175609588623
5,0.7313404083251953,0.555365264415741
10,0.7322344779968262,0.5492681264877319
15,0.7335562109947205,0.5460804104804993
0,0.7051002979278564,0.20456692576408386
5,0.7311848998069763,0.18620775640010834
10,0.7334007024765015,0.18428708612918854
15,0.7351500391960144,0.18320707976818085
0,0.6968589425086975,0.6026222705841064
5,0.7302130460739136,0.5591674447059631
10,0.7327787280082703,0.5523175001144409
15,0.7329730987548828,0.5499258041381836
0,0.7010573744773865,0.20826780796051025
5,0.7295132875442505,0.18832355737686157
10,0.7317291498184204,0.18549421429634094
15,0.7327398657798767,0.18448983132839203
0,0.7060721516609192,0.5968882441520691
5,0.7303296327590942,0.5562907457351685
10,0.7316902279853821,0.548793613910675
15,0.7325066328048706,0.5457972884178162
0,0.6997745037078857,0.20730452239513397
5,0.7309127449989319,0.18675246834754944
10,0.7327398657798767,0.18439139425754547
15,0.7355776429176331,0.18320590257644653
0,0.6968589425086975,0.6020735502243042
5,0.7306406497955322,0.5597067475318909
10,0.7312237620353699,0.5525188446044922
15,0.7323511242866516,0.549956738948822
0,0.6970533132553101,0.20693613588809967
5,0.7305629253387451,0.1878538280725479
10,0.7335173487663269,0.18522728979587555
15,0.7321956157684326,0.18408003449440002
0,0.7026901245117188,0.597082793712616
5,0.7303685545921326,0.5573732852935791
10,0.7343336939811707,0.5483319759368896
15,0.7331286072731018,0.5458725094795227
0,0.7079381346702576,0.20288465917110443
5,0.7306795120239258,0.18743042647838593
10,0.733595073223114,0.18462826311588287
15,0.7347224354743958,0.18338826298713684
0,0.7021458745002747,0.5975907444953918
5,0.7302519083023071,0.5617087483406067
10,0.7311460375785828,0.553508460521698
15,0.7318845987319946,0.5506947040557861
0,0.7045949101448059,0.20529282093048096
5,0.7296687960624695,0.18877825140953064
10,0.7323899865150452,0.18607933819293976
15,0.7312626242637634,0.18498419225215912
0,0.6938267946243286,0.6114184856414795
5,0.7321178913116455,0.5539357662200928
10,0.7336339354515076,0.5488853454589844
15,0.7351500391960144,0.5458957552909851
0,0.6995801329612732,0.20391102135181427
5,0.7305629253387451,0.18614612519741058
10,0.7328175902366638,0.1842290312051773
15,0.7343725562095642,0.18323884904384613
0,0.7055667638778687,0.5955086350440979
5,0.7299408912658691,0.5559742450714111
10,0.7315347790718079,0.5511493682861328
15,0.7338672280311584,0.5489656925201416
0,0.7117089033126831,0.20309464633464813
5,0.7296299338340759,0.18684111535549164
10,0.7311848998069763,0.18517138063907623
15,0.7320401072502136,0.18438482284545898
0,0.7106981873512268,0.5883846282958984
5,0.7292411923408508,0.5538554787635803
10,0.7316513657569885,0.5480015277862549
15,0.7329730987548828,0.544569730758667
0,0.7078603506088257,0.20238056778907776
5,0.7312237620353699,0.18579630553722382
10,0.7321567535400391,0.18422147631645203
15,0.7337117195129395,0.18321476876735687
0,0.7055667638778687,0.5940496921539307
5,0.7300963997840881,0.5566666126251221
10,0.7306406497955322,0.5514846444129944
15,0.731923520565033,0.5493505001068115
0,0.707743763923645,0.20380070805549622
5,0.7299020290374756,0.1880323886871338
10,0.7322344779968262,0.18520624935626984
15,0.7328564524650574,0.18428896367549896
0,0.7047115564346313,0.5925354957580566
5,0.7307183742523193,0.5550581216812134
10,0.7329342365264893,0.5488920211791992
15,0.7338672280311584,0.545794665813446
0,0.7075493931770325,0.20317386090755463
5,0.7307572960853577,0.18690034747123718
10,0.7322344779968262,0.18413643538951874
15,0.7342559695243835,0.1831817328929901
0,0.7069662809371948,0.5938994288444519
5,0.7294355630874634,0.5576919913291931
10,0.7313404083251953,0.551713228225708
15,0.7327787280082703,0.5499628186225891
0,0.7087933421134949,0.2027077078819275
5,0.7299408912658691,0.18836307525634766
10,0.7320401072502136,0.18529386818408966
15,0.7325454950332642,0.18446296453475952
0,0.7168403267860413,0.5878646373748779
5,0.7298243045806885,0.5524371266365051
10,0.7317291498184204,0.5477126240730286
15,0.733750581741333,0.5453104376792908
0,0.7103483080863953,0.2018648386001587
5,0.7306795120239258,0.1858149915933609
10,0.7325843572616577,0.18411730229854584
15,0.7351111769676208,0.18311601877212524
0,0.7122531533241272,0.5919364094734192
5,0.7306017875671387,0.5544186234474182
10,0.7318457365036011,0.550818145275116
15,0.733750581741333,0.5487367510795593
0,0.7124475240707397,0.20145787298679352
5,0.7294744253158569,0.1868053376674652
10,0.7310682535171509,0.18527276813983917
15,0.7321956157684326,0.18430587649345398
0,0.7084823250770569,0.5903830528259277
5,0.7299408912658691,0.5527734160423279
10,0.7320401072502136,0.5486060976982117
15,0.7325454950332642,0.5464836955070496
0,0.7129529118537903,0.20099900662899017
5,0.7291245460510254,0.18599635362625122
10,0.7321178913116455,0.18444111943244934
15,0.7347224354743958,0.18339233100414276
0,0.7108147740364075,0.588458240032196
5,0.7296299338340759,0.5556642413139343
10,0.7314181327819824,0.5510552525520325
15,0.7321567535400391,0.5484233498573303
0,0.7094153165817261,0.20242278277873993
5,0.7290079593658447,0.18709765374660492
10,0.7309127449989319,0.18530146777629852
15,0.7313792705535889,0.18457551300525665
0,0.7090654373168945,0.5900734066963196
5,0.7274529337882996,0.5542604327201843
10,0.7325843572616577,0.548675537109375
15,0.7322733402252197,0.5462201237678528
0,0.7116700410842896,0.20018400251865387
5,0.7291245460510254,0.18598635494709015
10,0.7326232194900513,0.18434466421604156
15,0.735188901424408,0.18316896259784698
0,0.7112035155296326,0.5901106595993042
5,0.7296687960624695,0.5564858913421631
10,0.7311460375785828,0.5519984364509583
15,0.7334784865379333,0.5499197244644165
0,0.7124086618423462,0.20091097056865692
5,0.7294355630874634,0.18716637790203094
10,0.7294355630874634,0.18545663356781006
15,0.7324288487434387,0.18456783890724182
0,0.7166459560394287,0.5769817233085632
5,0.7341781854629517,0.5468239188194275
10,0.7352666854858398,0.5431615114212036
15,0.7370548844337463,0.541536271572113
0,0.7166459560394287,0.19421960413455963
5,0.7341781854629517,0.18348853290081024
10,0.7365106344223022,0.1819808930158615
15,0.7377546429634094,0.18135643005371094
0,0.7133416533470154,0.5777888894081116
5,0.7328175902366638,0.549640953540802
10,0.7347224354743958,0.5467528104782104
15,0.7343336939811707,0.5451256632804871
0,0.7134971022605896,0.19707176089286804
5,0.7320789694786072,0.18418321013450623
10,0.7338283061981201,0.18310242891311646
15,0.73604416847229,0.18256033957004547
0,0.7226714491844177,0.5732648372650146
5,0.7329342365264893,0.5469540953636169
10,0.7343336939811707,0.5436182022094727
15,0.7373659014701843,0.5410882234573364
0,0.7208832502365112,0.19487261772155762
5,0.7332063317298889,0.1835147738456726
10,0.733750581741333,0.1823444813489914
15,0.7380267381668091,0.18130165338516235
0,0.7155963182449341,0.5772071480751038
5,0.7320012450218201,0.5501819849014282
10,0.7327787280082703,0.5469747185707092
15,0.7347224354743958,0.5453607439994812
0,0.7160239219665527,0.19546091556549072
5,0.7324677109718323,0.18430015444755554
10,0.7344114184379578,0.18310202658176422
15,0.736199676990509,0.18259623646736145
0,0.7183952927589417,0.5745154023170471
5,0.7338672280311584,0.547874391078949
10,0.7343336939811707,0.5446780920028687
15,0.7361607551574707,0.5424014925956726
0,0.719639241695404,0.1946241706609726
5,0.7336728572845459,0.18403871357440948
10,0.7354610562324524,0.1827341914176941
15,0.7371326684951782,0.18160879611968994
0,0.717656672000885,0.5789657831192017
5,0.7326232194900513,0.5511822700500488
10,0.7333229780197144,0.5484431982040405
15,0.7353832721710205,0.5464804768562317
0,0.7219328284263611,0.19412736594676971
5,0.7324288487434387,0.18474556505680084
10,0.7330508232116699,0.18333372473716736
15,0.7355776429176331,0.18280935287475586
0,0.7222438454627991,0.5700711011886597
5,0.7336728572845459,0.5456330180168152
10,0.7358497977256775,0.5419250130653381
15,0.7356942892074585,0.5403059720993042
0,0.7216607332229614,0.19325900077819824
5,0.7352278232574463,0.1833583563566208
10,0.7370160222053528,0.18180808424949646
15,0.737637996673584,0.18100620806217194
0,0.7196003794670105,0.5708082914352417
5,0.7326232194900513,0.5482513904571533
10,0.7351111769676208,0.54499351978302
15,0.7363551259040833,0.5432617664337158
0,0.7211553454399109,0.1924872249364853
5,0.7346057891845703,0.18379351496696472
10,0.7353055477142334,0.18252374231815338
15,0.7366661429405212,0.18173041939735413
0,0.7237598896026611,0.5691491365432739
5,0.7332841157913208,0.5464069843292236
10,0.7354221940040588,0.5421754121780396
15,0.7386098504066467,0.5394918918609619
0,0.7192116379737854,0.19344784319400787
5,0.7334007024765015,0.1833423227071762
10,0.7348001599311829,0.1820044368505478
15,0.7372492551803589,0.18103055655956268
0,0.7218939661979675,0.5720036029815674
5,0.7324677109718323,0.5482819080352783
10,0.7323511242866516,0.545663595199585
15,0.7360830307006836,0.5438482165336609
0,0.7237988114356995,0.1930403709411621
5,0.733595073223114,0.18401123583316803
10,0.7346057891845703,0.18277253210544586
15,0.7367050051689148,0.18201576173305511
0,0.7191338539123535,0.57346510887146
5,0.7325843572616577,0.5472104549407959
10,0.735733151435852,0.5432969331741333
15,0.7368993759155273,0.5403813123703003
0,0.7226325869560242,0.19351497292518616
5,0.7321178913116455,0.1840101033449173
10,0.7347224354743958,0.18251308798789978
15,0.7366661429405212,0.1812857985496521
0,0.7209609746932983,0.571593165397644
5,0.7318068742752075,0.549851655960083
10,0.7347612977027893,0.5455962419509888
15,0.7347612977027893,0.5441833138465881
0,0.7219328284263611,0.19358016550540924
5,0.7327398657798767,0.1845925897359848
10,0.7343725562095642,0.18318615853786469
15,0.7354221940040588,0.18214714527130127
0,0.7220105528831482,0.5710222125053406
5,0.7341393232345581,0.5462912321090698
10,0.7368216514587402,0.5415704846382141
15,0.737482488155365,0.5391885638237
0,0.7234877943992615,0.1918053776025772
5,0.7338283061981201,0.18309402465820312
10,0.7360053062438965,0.18160592019557953
15,0.7382988929748535,0.1804124265909195
0,0.7215829491615295,0.5697222352027893
5,0.7330897450447083,0.5470582246780396
10,0.7344503402709961,0.5441195368766785
15,0.7370548844337463,0.5421242117881775
0,0.7216218113899231,0.1920984834432602
5,0.7323122620582581,0.18357905745506287
10,0.7359663844108582,0.1823139637708664
15,0.7373270392417908,0.18122820556163788
0,0.7222438454627991,0.5680450797080994
5,0.7327398657798767,0.5458739399909973
10,0.736199676990509,0.5411340594291687
15,0.7376768589019775,0.5388070940971375
0,0.7245373725891113,0.19186846911907196
5,0.7335562109947205,0.18322166800498962
10,0.7367827892303467,0.18148082494735718
15,0.7386487126350403,0.1803484410047531
0,0.7229046821594238,0.5682283639907837
5,0.7323122620582581,0.5473635196685791
10,0.7348390817642212,0.5440497994422913
15,0.7365884184837341,0.542019248008728
0,0.7244207859039307,0.19257962703704834
5,0.7332451939582825,0.1833660900592804
10,0.7361218929290771,0.1820656955242157
15,0.737949013710022,0.18111996352672577
0,0.7206110954284668,0.572167158126831
5,0.7321567535400391,0.546434223651886
10,0.735733151435852,0.5422143936157227
15,0.7380267381668091,0.5388941168785095
0,0.7230213284492493,0.1938604861497879
5,0.7325066328048706,0.1838582456111908
10,0.7361607551574707,0.18201972544193268
15,0.7372492551803589,0.1809481829404831
0,0.7230213284492493,0.5716473460197449
5,0.7331286072731018,0.5476471185684204
10,0.7347224354743958,0.5446487069129944
15,0.7374047636985779,0.5427120923995972
0,0.7222438454627991,0.19356562197208405
5,0.7333618402481079,0.18405188620090485
10,0.7356942892074585,0.18236029148101807
15,0.7375991344451904,0.1813652068376541
