epoch,accuracy,loss
0,0.7070440053939819,0.5964552760124207
5,0.733439564704895,0.551013171672821
10,0.7347224354743958,0.5447107553482056
15,0.7377546429634094,0.5416140556335449
20,0.7373270392417908,0.5396869778633118
25,0.7391541004180908,0.5386638641357422
30,0.7394261956214905,0.5374523401260376
35,0.7393096089363098,0.536815345287323
40,0.7398538589477539,0.5360986590385437
45,0.740242600440979,0.5353522300720215
50,0.74008709192276,0.5351274609565735
55,0.7403203248977661,0.5343661904335022
60,0.7410978078842163,0.5340554118156433
65,0.7409034371376038,0.5338406562805176
70,0.7406313419342041,0.5335984230041504
75,0.7410589456558228,0.5332091450691223
80,0.741525411605835,0.5329049825668335
85,0.7411755323410034,0.5323554873466492
90,0.7414865493774414,0.5323125720024109
95,0.742380678653717,0.5320854783058167
0,0.7234489321708679,0.5684189200401306
5,0.733750581741333,0.5471482872962952
10,0.7363940477371216,0.5430131554603577
15,0.7374047636985779,0.5416833162307739
20,0.737637996673584,0.5402860641479492
25,0.7392318248748779,0.5389477014541626
30,0.7399704456329346,0.538176417350769
35,0.7410200834274292,0.5375980138778687
40,0.7406313419342041,0.5370655655860901
45,0.7411366701126099,0.5363883972167969
50,0.7414476871490479,0.5361317992210388
55,0.741369903087616,0.5355756282806396
60,0.742069661617279,0.535133957862854
65,0.7416031956672668,0.5348778367042542
70,0.7421863079071045,0.5350010991096497
75,0.742225170135498,0.5347678661346436
80,0.7422640323638916,0.5344517827033997
85,0.742225170135498,0.5340731739997864
90,0.7430415153503418,0.5344975590705872
95,0.7423028945922852,0.5339454412460327
0,0.7415642738342285,0.5340034365653992
5,0.7424584031105042,0.5338107347488403
10,0.7423028945922852,0.5338318347930908
15,0.7424972653388977,0.5335556268692017
20,0.7423417568206787,0.5335637927055359
25,0.7430803775787354,0.5335349440574646
30,0.7428471446037292,0.5337124466896057
35,0.7430026531219482,0.5334429144859314
40,0.7428860068321228,0.5337018370628357
45,0.7426139116287231,0.5336104035377502
50,0.7427694201469421,0.5334111452102661
55,0.7426916360855103,0.5332744717597961
60,0.7427304983139038,0.5328154563903809
65,0.7423028945922852,0.5332183241844177
70,0.7423028945922852,0.5334105491638184
75,0.7431192398071289,0.5333220362663269
80,0.7429637908935547,0.533191442489624
85,0.7429248690605164,0.5328119397163391
90,0.7431192398071289,0.532724142074585
95,0.7433913946151733,0.532876193523407
100,0.7435469031333923,0.532464325428009
105,0.7433525323867798,0.5328437685966492
110,0.7425750494003296,0.5327985882759094
115,0.7426916360855103,0.5326032042503357
120,0.7431192398071289,0.5324100255966187
125,0.7432358860969543,0.5325301289558411
130,0.7431581616401672,0.5327966809272766
135,0.7431970238685608,0.5324022769927979
140,0.7427304983139038,0.5330506563186646
145,0.7419530153274536,0.5329141020774841
